Particles,Pixel Count,area,dia
1,24,0.46332361628826935,0.7680637670583903
2,65,1.2548347941140627,1.264003671662243
3,102,1.9691253692251447,1.5834040193957708
4,124,2.393838684156058,1.7458322016689578
5,31,0.5984596710390145,0.8729161008344789
6,74,1.4285811502221637,1.3486756516398237
7,11,0.21235665746545676,0.519981628399311
8,176,3.397706519447308,2.079926513597244
9,94,1.8146841637957214,1.5200419857850551
10,66,1.2741399447927406,1.2736896651998062
11,91,1.7567687117596877,1.4955893135369358
12,24,0.46332361628826935,0.7680637670583903
13,53,1.0231729859699281,1.1413782488034667
14,89,1.718158410402332,1.479062957498279
15,55,1.0617832873272839,1.1627142681518945
16,94,1.8146841637957214,1.5200419857850551
17,67,1.2934450954714185,1.2833025537642937
18,35,0.6756802737537261,0.9275251177950516
19,99,1.911209917189111,1.5599448851979327
20,41,0.7915111778257934,1.0038841226494748
21,31,0.5984596710390145,0.8729161008344789
22,97,1.8725996158317553,1.544107471108428
23,79,1.5251069036155531,1.3934943199137628
24,56,1.0810884380059618,1.1732367836993345
25,61,1.1776141913993512,1.2244937553662643
26,52,1.0038678352912502,1.1305592534584399
27,106,2.0463459719398562,1.6141525992555155
28,107,2.065651122618534,1.6217486534430974
29,86,1.6602429583662983,1.45392124561823
30,73,1.4092759995434858,1.3395319824718406
31,150,2.895772601801683,1.9201594176459758
32,48,0.9266472325765387,1.0862061961413452
33,74,1.4285811502221637,1.3486756516398237
34,32,0.6177648217176924,0.8868836453319193
35,100,1.930515067867789,1.5678035993441128
36,98,1.8919047665104332,1.552046379330859
37,90,1.7374635610810099,1.4873490893212393
38,35,0.6756802737537261,0.9275251177950516
39,97,1.8725996158317553,1.544107471108428
40,85,1.6409378076876204,1.4454434984456852
41,43,0.8301214791831492,1.0280775720878423
42,90,1.7374635610810099,1.4873490893212393
43,124,2.393838684156058,1.7458322016689578
44,201,3.8803352864142555,2.222745224602648
45,79,1.5251069036155531,1.3934943199137628
46,71,1.37066569818613,1.3210547942998474
47,58,1.1196987393633175,1.1940036487161527
48,92,1.7760738624383656,1.503784384819528
49,136,2.625500492300193,1.8283574736681674
50,73,1.4092759995434858,1.3395319824718406
51,59,1.1390038900419954,1.2042527950595132
52,72,1.389970848864808,1.3303254679978789
53,66,1.2741399447927406,1.2736896651998062
54,91,1.7567687117596877,1.4955893135369358
55,72,1.389970848864808,1.3303254679978789
56,77,1.4864966022581974,1.3757420750669775
57,173,3.3397910674112747,2.062123676742327
58,62,1.196919342078029,1.2344897886139603
59,73,1.4092759995434858,1.3395319824718406
60,68,1.3127502461500964,1.2928439680638657
61,78,1.5058017529368752,1.3846466474775276
62,109,2.1042614239758897,1.6368350122925728
63,115,2.220092328047957,1.6812820539795839
64,74,1.4285811502221637,1.3486756516398237
65,84,1.6216326570089425,1.436915733763723
66,78,1.5058017529368752,1.3846466474775276
67,79,1.5251069036155531,1.3934943199137628
68,60,1.1583090407206733,1.2144154460767589
69,59,1.1390038900419954,1.2042527950595132
70,62,1.196919342078029,1.2344897886139603
71,97,1.8725996158317553,1.544107471108428
72,53,1.0231729859699281,1.1413782488034667
73,47,0.9073420818978607,1.0748319958368782
74,74,1.4285811502221637,1.3486756516398237
75,60,1.1583090407206733,1.2144154460767589
76,53,1.0231729859699281,1.1413782488034667
77,51,0.9845626846125723,1.119635719472785
78,78,1.5058017529368752,1.3846466474775276
79,59,1.1390038900419954,1.2042527950595132
80,99,1.911209917189111,1.5599448851979327
81,36,0.694985424432404,0.9406821596064676
82,34,0.6563751230750482,0.9141787368340837
83,46,0.8880369312191828,1.063336135948329
84,67,1.2934450954714185,1.2833025537642937
85,151,2.9150777524803613,1.9265493168968442
86,62,1.196919342078029,1.2344897886139603
87,29,0.5598493696816588,0.844288076768672
88,45,0.8687317805405049,1.0517146270506843
89,89,1.718158410402332,1.479062957498279
90,80,1.544412054294231,1.4022861694009123
91,46,0.8880369312191828,1.063336135948329
92,21,0.40540816425223564,0.7184578668818615
93,72,1.389970848864808,1.3303254679978789
94,72,1.389970848864808,1.3303254679978789
95,84,1.6216326570089425,1.436915733763723
96,37,0.7142905751110818,0.9536576988957052
97,61,1.1776141913993512,1.2244937553662643
98,89,1.718158410402332,1.479062957498279
99,50,0.9652575339338945,1.1086045566648992
100,67,1.2934450954714185,1.2833025537642937
101,64,1.2355296434353849,1.2542428794752902
102,92,1.7760738624383656,1.503784384819528
103,74,1.4285811502221637,1.3486756516398237
104,39,0.7529008764684376,0.9790930339785788
105,62,1.196919342078029,1.2344897886139603
106,54,1.042478136648606,1.1520956505875855
107,50,0.9652575339338945,1.1086045566648992
108,91,1.7567687117596877,1.4955893135369358
109,82,1.5830223556515868,1.4197065413019028
110,79,1.5251069036155531,1.3934943199137628
111,63,1.216224492756707,1.244405528536941
112,34,0.6563751230750482,0.9141787368340837
113,41,0.7915111778257934,1.0038841226494748
114,118,2.278007780083991,1.7030706352988707
115,41,0.7915111778257934,1.0038841226494748
116,39,0.7529008764684376,0.9790930339785788
117,99,1.911209917189111,1.5599448851979327
118,26,0.5019339176456251,0.7994261146536635
119,70,1.3513605475074522,1.3117186010274646
120,28,0.5405442190029809,0.8296036856912942
121,100,1.930515067867789,1.5678035993441128
